HITId,tweet,sentiment,directness,annotator_sentiment,target,group
815,@user @user @user @user c’est juste que d’habitude s’attarde plus sur la couleur de mes fringues,normal,indirect,indifference,other,other
816,j'aime une vidéo @user elle est contre l’avortement - cam clash à l'adresse @url,abusive,direct,sadness,origin,individual
817,@user @user aucun rapport sachant que les rebeus sont rois en la matière,normal,indirect,indifference,origin,arabs
818,mais quel pays d’attardé bon dieu @url,offensive,direct,shock,origin,other
819,grace dieu l été est finie verra - de renois et de rebeux blonds !,fearful_abusive,direct,confusion_fear_indifference_sadness_disgust,origin,other
820,@user @user @user @user @user deja faut etre un attarde pour comparer un viol et un... @url,offensive_normal,indirect,indifference,disability,other
821,ya des rebeus et israeliens qui créent des comptes avec une pp de noirs pour faire des tweets negrophobes mais vous tombez dans le panneau,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
822,le langage gauchiste devient une langue morte.,abusive,direct,shock,origin,left_wing_people
823,@user @user ou la la qu'elle dangereuse gauchiste lol ,fearful_abusive_hateful_disrespectful_normal,indirect,sadness,other,left_wing_people
824,rt @user la diarrhee gauchiste en pls...n#bolsonaro @url,fearful,direct,sadness,origin,other
825,@user @user @user triste attardé,offensive,indirect,shock,other,special_needs
826,les rebeus doux et civilisés jvs love,normal,direct,confusion_indifference,origin,arabs
827,les rebeus faut arrêter chaque dîner de faire du couscous naima qui danse juste la honte !!!! faut revoir t'on repas #udpp,offensive,direct,sadness,origin,other
828,les pro migrants bien pensants offrent au patronat un lumpen prolétariat sur un plateau . honte à eux.,abusive,direct,anger_fear_indifference_sadness_disgust,origin,immigrants
829,@user y’a des tweets qui mérite pas de réponse aussi mongol mais avec la connerie que t’as dites là y’en fallait une,offensive,direct,shock,other,individual
830,quel mongol s'il avait pas l'accent du sud pourrait croire qu'il est né dans le nord... @url,abusive_normal,direct,shock,origin,asians
831,elle quand même comparer le fait de bouffer de la viande à la suprématie blanche ! alors mes rebeus et renois… @url,offensive,direct,anger_sadness_shock_indifference_disgust,origin,african_descent
832,@user sos racisme est une bande de dégénérés bobo gauchiste de première,offensive,indirect,anger_indifference,origin,left_wing_people
833,@user @user @user pse mongol,offensive,indirect,sadness_indifference,disability,individual
834,@user ce sont les mêmes qui font la morale contre l'avortement....,hateful,direct,shock_indifference,origin,christian
835,@user des bots porn serement,offensive,direct,anger_confusion_sadness_indifference_disgust,origin,other
836,ce sont tes frères qui veulent tabasser des renois car leur sœur sont attirées par des renois n’inversons pas… @url,disrespectful,direct,sadness,origin,hispanics
837,allemagne : les clans arabes font la loi....,hateful,direct,shock,origin,indian/hindu
838,@user la binarite meprisante du discours gauchiste suinte...,offensive,indirect,indifference,other,left_wing_people
839,@user je ne suis pas attardé sur ce point. pour résumer coût de la seule partie ferme du projet = 100m€ s… @url,normal,indirect,shock,other,other
840,@user euh pour la première partie jsuis absolument pas d’accord à quel moment jt’ai pris pr un mongol et de 2… @url,offensive_disrespectful_normal,indirect,indifference,disability,special_needs
841,je suis plus beau que tous vos rebeus,abusive,direct,indifference_disgust,origin,other
842,mongol. @url,offensive,direct,shock,other,other
843,le juif : bonnes fêtes de roch hachana,hateful,direct,indifference,origin,other
844,@user @user @user @user @user mon dieu il faut vraiment être un attardé mdr,offensive,direct,shock,disability,special_needs
845,contre l'immigration et l'islamisation de la france la seul parti qui défend la france c'est le rn (et dlf) @url,hateful,direct,shock,origin,immigrants
846,les rebeu &amp; les renois non parents quand il part au supermarché il cherche à acheter que des moins cher et nous les… @url,abusive,direct,fear_sadness,origin,indian/hindu
847,oh jean tu resteras dans la tete de certains qu un sale arabe un sale bougnoule...tot ou tard te rappellera que… @url,offensive,direct,shock,origin,individual
848,@user @user en fr ça vas devenir le seul rempart contre l'islamisation et les agressions journalière… @url,fearful_abusive,indirect,sadness,religion,muslims
849,#ggrmc oublie que tu es un rebeus moustaphasoit objectif 2 secondes !!!,abusive_disrespectful,direct,shock,origin,arabs
850,@user des autiste attardé jte dit,fearful,direct,anger_confusion_shock_indifference_disgust,origin,other
851,zemmour sur les migrants : paris première mise en demeure par le csa…,offensive,indirect,indifference,other,other
852,g 1 torticoli ca fait depui cmatin g la tête penchee sur la droite dirait 1 mongol,fearful,direct,shock,origin,individual
853,comment expliquer ce glissement historique d’une gauche qui toujours été largement anticléricale face à l’Église… @url,abusive_normal,direct,sadness,other,left_wing_people
854,@user @user @user wesh link t'es un attardé ou pas j'ai fait 3 tweets avec la même expression pour faire c… @url,offensive,direct,indifference,other,individual
855,@user tant de violence ... @url,normal,indirect,indifference,other,other
856,jai fait croire à tout le monde que j'étais une albanaise ptdrrrr alirs que jai une sale gueule d'arabe trop naïf les gens,abusive,direct,shock,origin,arabs
857,rt @user @user @user vous connaissez un autre mot que extreme droite madame la gauchiste? ca fait un peu cucul je,abusive,direct,indifference,origin,other
858,@user mdrrr était juste à côté rien entendu un attardé ce mec @url,offensive,indirect,shock,other,individual
859,tout individu noir arabe ou qui crie allah akbar est un terroriste. par contre un blanc d'extrême droite antisém… @url,abusive,direct,indifference,origin,other
860,@user est pas bien la ? entres renois ?,disrespectful_normal,indirect,shock,origin,african_descent
861,une fois une sud-africaine m'a lâché un mais t'es pas africaine dégage tlmt sale parce que j'ai dit l'être bc ou… @url,abusive,direct,sadness_fear,origin,indian/hindu
862,@user gauchiste=dictateur,fearful_hateful_normal,direct,shock,other,left_wing_people
863,latinos (ou rebeus mais vite fais) @url,abusive,direct,sadness,origin,other
864,je fais partie de l’élite des rebeus,offensive,direct,shock,origin,other
865,@user @user c'est à dire que tu doutes de la violence des migrants ? du doute d'une réalité ? tu sais po… @url,offensive,direct,indifference,origin,immigrants
866,rt @user ce sont plutot les collabos gauchiste qui avaient tourne les yeux de leurs pauvres congeneres causes d'eux des millier,offensive,direct,sadness,origin,christian
867,après que le renois ai eu ce qu’il voulait il l’a raillé dans ça liste,normal,direct,fear_sadness,origin,other
868,@user sale pute de féministe,offensive,direct,anger_shock_indifference_disgust,gender,women
869,Ça ft 6h tu tweet sur les mariages rebeus la meuf que tu voulais gérer va s’marier avec un arabe ou quoi? @url,disrespectful,direct,sadness,origin,christian
870,ahri e kassadin champion mongol,fearful,direct,anger_sadness_shock_indifference_disgust,origin,individual
871,part passez pour un mongol jvois rien @url,fearful,direct,sadness,origin,other
872,laissez moi 3 minutes avec mon chat et je deviens un attardé profond,abusive,direct,sadness,origin,other
873,@user toi tfacon c’est tarte citron 280 et rebeus barbus,offensive,indirect,confusion_indifference,origin,arabs
874,@user entre les juif et les arabe tout le monde sais qui poignarde dans le dos sale puteri,abusive_hateful,direct,anger,religion,jews
875,@user @user trouve toi un taff sale arabe,offensive,direct,shock,origin,arabs
876,@user jte jure mdrrr c'est quoi cet attardé,offensive,direct,indifference,other,individual
877,@user bolsonaro : ordre morale droiture respect ; haddad mafia gauchiste degeneree depravee,disrespectful,direct,sadness,origin,left_wing_people
878,dc en fait au ils n'ont tjrs légalisé l'avortement ça reste un sujet tabou. par contre ça fait 4ans qu'on appren… @url,normal,direct,indifference,gender,other
879,- petit mongol « À part porter réserve tu sais faire quoi ??? »,offensive,direct,shock_indifference,origin,individual
880,les marocains ils debate avec un mongol qui croit que lportugal c en amérique du nord jsp cmt vs pouvez tenir jlaur… @url,normal,direct,indifference,origin,other
881,@user @user un vrai mongol celui là,offensive,indirect,indifference_disgust,other,individual
882,« 3 milliard d'homme sur terre et tu t'attarde sur quelqu'un d'indeci » j’avoue pas mal celle-là..,normal,indirect,indifference,other,other
883,rt @user ce passage sur le marin chinois mais serieusement  empereur ching chong ayaaa  @user @url,abusive,direct,sadness_indifference,origin,other
884,les renois comme ça vener @url,abusive,direct,sadness,origin,other
885,@user un fils de pute qui s'amuse à spam tout le monde en leur proposant des plan cul rebeus gay et q… @url,offensive,indirect,shock,sexual_orientation,individual
886,@user mlq mongol,offensive,direct,anger_indifference_disgust,other,individual
887,tout les renois en sueur devant ce tweet @url,abusive,direct,shock,origin,indian/hindu
888,sal putain ton style de gars c est les renois? — bonjour déjà @url,abusive,direct,sadness,origin,other
889,@user c’est sale arabe tous les mêmes j’ai envie de les gifler,hateful,direct,confusion_fear_shock_indifference_sadness,origin,asians
890,@user mais tout à fait ! tu vois à quel point mon coeur est grand même envers les réfugiés d'une peupla… @url,normal,indirect,sadness,origin,refugees
891,ptdr tuchel il parle français d'un coup il bascule en anglais le mongol de paganelli il avalé sa langue en direct,fearful_abusive_offensive_disrespectful,direct,anger_sadness_indifference_disgust,origin,individual
892,@user toute la matinée et toi tu veux aller quand y’a cours sale arabe,offensive,direct,sadness_shock_indifference_disgust,origin,arabs
893,c'est mieux que je ne m'attarde plus sur certaines personnes en fait,normal,direct,sadness,origin,other
894,les renois ils ont des gènes de titans wsh ils poussent 3 jours ils sont stock,hateful,direct,anger_fear_indifference_sadness_disgust,origin,individual
895,@user y'a aussi plein de pays africains qui ne sont pas en guerre pouvant les accueillir. avant que ce dé… @url,normal,indirect,shock,origin,refugees
